Year,Enrollment,First_Degree,Sex,Institute_Type
2013,1284,Humanities & Social Sciences,F,Polytechnic
2013,1328,Mass Communication & Information Science,F,Polytechnic
2013,11881,Business & Administration,F,Polytechnic
2013,331,Legal Studies,F,Polytechnic
2013,2990,Science & Related Technologies,F,Polytechnic
2013,5468,Health Sciences,F,Polytechnic
2013,4541,Information Technology,F,Polytechnic
2013,1310,Architecture & Building,F,Polytechnic
2013,5385,Engineering Sciences,F,Polytechnic
2013,668,Services,F,Polytechnic
2013,61806,Total,MF,University
2013,1338,Education,MF,University
2013,1492,Applied Arts,MF,University
2013,10645,Humanities & Social Sciences,MF,University
2013,702,Mass Communication,MF,University
2013,4042,Accountancy,MF,University
2013,6188,Business & Administration,MF,University
2013,1491,Law,MF,University
2013,7855,"Natural, Physical & Mathematical Sciences",MF,University
2013,1469,Medicine,MF,University
2013,207,Dentistry,MF,University
2013,1441,Health Sciences,MF,University
2013,4058,Information Technology,MF,University
2013,1883,Architecture & Building,MF,University
2013,18073,Engineering Sciences,MF,University
2013,922,Services,MF,University
2013,84840,Total,MF,Polytechnic
2013,1045,Education,MF,Polytechnic
2013,5935,Applied Arts,MF,Polytechnic
2013,2337,Humanities & Social Sciences,MF,Polytechnic
2013,1850,Mass Communication & Information Science,MF,Polytechnic
2013,19321,Business & Administration,MF,Polytechnic
2013,552,Legal Studies,MF,Polytechnic
2013,4808,Science & Related Technologies,MF,Polytechnic
2013,7280,Health Sciences,MF,Polytechnic
2013,11804,Information Technology,MF,Polytechnic
2013,2296,Architecture & Building,MF,Polytechnic
2013,25811,Engineering Sciences,MF,Polytechnic
2013,1801,Services,MF,Polytechnic
2014,31800,Males Total,M,University
2014,258,Education,M,University
2014,641,Applied Arts,M,University
2014,3756,Humanities & Social Sciences,M,University
2014,174,Mass Communication,M,University
2014,1912,Accountancy,M,University
2014,2980,Business & Administration,M,University
2014,799,Law,M,University
2014,3223,"Natural, Physical & Mathematical Sciences",M,University
2014,784,Medicine,M,University
2014,84,Dentistry,M,University
2014,422,Health Sciences,M,University
2014,2809,Information Technology,M,University
2014,777,Architecture & Building,M,University
2014,12895,Engineering Sciences,M,University
2014,286,Services,M,University
2014,32063,Females Total,F,University
2014,845,Education,F,University
2014,937,Applied Arts,F,University
2014,7535,Humanities & Social Sciences,F,University
2014,555,Mass Communication,F,University
2014,2456,Accountancy,F,University
2014,3597,Business & Administration,F,University
2014,715,Law,F,University
2014,4922,"Natural, Physical & Mathematical Sciences",F,University
2014,801,Medicine,F,University
2014,132,Dentistry,F,University
2014,1076,Health Sciences,F,University
2014,1343,Information Technology,F,University
2014,1213,Architecture & Building,F,University
2014,5543,Engineering Sciences,F,University
2014,393,Services,F,University
2014,44893,Males Total,M,Polytechnic
2014,69,Education,M,Polytechnic
2014,2685,Applied Arts,M,Polytechnic
2014,1092,Humanities & Social Sciences,M,Polytechnic
2014,519,Mass Communication & Information Science,M,Polytechnic
2014,7414,Business & Administration,M,Polytechnic
2014,223,Legal Studies,M,Polytechnic
2014,1852,Science & Related Technologies,M,Polytechnic
2014,1830,Health Sciences,M,Polytechnic
2014,7085,Information Technology,M,Polytechnic
2014,1010,Architecture & Building,M,Polytechnic
2014,19405,Engineering Sciences,M,Polytechnic
2014,1709,Services,M,Polytechnic
2014,39407,Females Total,F,Polytechnic
2014,960,Education,F,Polytechnic
2014,3448,Applied Arts,F,Polytechnic
2014,1307,Humanities & Social Sciences,F,Polytechnic
2014,1413,Mass Communication & Information Science,F,Polytechnic
2014,12267,Business & Administration,F,Polytechnic
2014,312,Legal Studies,F,Polytechnic
2014,3046,Science & Related Technologies,F,Polytechnic
2014,5219,Health Sciences,F,Polytechnic
2014,4226,Information Technology,F,Polytechnic
2014,1329,Architecture & Building,F,Polytechnic
2014,4920,Engineering Sciences,F,Polytechnic
2014,960,Services,F,Polytechnic
2014,63863,Total,MF,University
2014,1103,Education,MF,University
2014,1578,Applied Arts,MF,University
2014,11291,Humanities & Social Sciences,MF,University
2014,729,Mass Communication,MF,University
2014,4368,Accountancy,MF,University
2014,6577,Business & Administration,MF,University
2014,1514,Law,MF,University
2014,8145,"Natural, Physical & Mathematical Sciences",MF,University
2014,1585,Medicine,MF,University
2014,216,Dentistry,MF,University
2014,1498,Health Sciences,MF,University
2014,4152,Information Technology,MF,University
2014,1990,Architecture & Building,MF,University
2014,18438,Engineering Sciences,MF,University
2014,679,Services,MF,University
2014,84300,Total,MF,Polytechnic
2014,1029,Education,MF,Polytechnic
2014,6133,Applied Arts,MF,Polytechnic
2014,2399,Humanities & Social Sciences,MF,Polytechnic
2014,1932,Mass Communication & Information Science,MF,Polytechnic
2014,19681,Business & Administration,MF,Polytechnic
2014,535,Legal Studies,MF,Polytechnic
2014,4898,Science & Related Technologies,MF,Polytechnic
2014,7049,Health Sciences,MF,Polytechnic
2014,11311,Information Technology,MF,Polytechnic
2014,2339,Architecture & Building,MF,Polytechnic
2014,24325,Engineering Sciences,MF,Polytechnic
2014,2669,Services,MF,Polytechnic
2015,32702,Males Total,M,University
2015,207,Education,M,University
2015,665,Applied Arts,M,University
2015,3861,Humanities & Social Sciences,M,University
2015,174,Mass Communication,M,University
2015,2039,Accountancy,M,University
2015,3111,Business & Administration,M,University
2015,844,Law,M,University
2015,3237,"Natural, Physical & Mathematical Sciences",M,University
2015,860,Medicine,M,University
2015,85,Dentistry,M,University
2015,441,Health Sciences,M,University
2015,3071,Information Technology,M,University
2015,784,Architecture & Building,M,University
2015,12971,Engineering Sciences,M,University
2015,352,Services,M,University
2015,33412,Females Total,F,University
2015,771,Education,F,University
2015,934,Applied Arts,F,University
2015,8054,Humanities & Social Sciences,F,University
2015,602,Mass Communication,F,University
2015,2684,Accountancy,F,University
2015,4027,Business & Administration,F,University
2015,706,Law,F,University
2015,4989,"Natural, Physical & Mathematical Sciences",F,University
2015,859,Medicine,F,University
2015,134,Dentistry,F,University
2015,1126,Health Sciences,F,University
2015,1504,Information Technology,F,University
2015,1189,Architecture & Building,F,University
2015,5460,Engineering Sciences,F,University
2015,373,Services,F,University
2015,43235,Males Total,M,Polytechnic
2015,71,Education,M,Polytechnic
2015,2287,Applied Arts,M,Polytechnic
2015,274,Humanities & Social Sciences,M,Polytechnic
2015,537,Mass Communication & Information Science,M,Polytechnic
2015,6624,Business & Administration,M,Polytechnic
2015,218,Legal Studies,M,Polytechnic
2015,1823,Science & Related Technologies,M,Polytechnic
2015,2203,Health Sciences,M,Polytechnic
2015,6503,Information Technology,M,Polytechnic
2015,934,Architecture & Building,M,Polytechnic
2015,19234,Engineering Sciences,M,Polytechnic
2015,2527,Services,M,Polytechnic
2015,38518,Females Total,F,Polytechnic
2015,1067,Education,F,Polytechnic
2015,3186,Applied Arts,F,Polytechnic
2015,773,Humanities & Social Sciences,F,Polytechnic
2015,1496,Mass Communication & Information Science,F,Polytechnic
2015,10968,Business & Administration,F,Polytechnic
2015,312,Legal Studies,F,Polytechnic
2015,2881,Science & Related Technologies,F,Polytechnic
2015,5803,Health Sciences,F,Polytechnic
2015,3644,Information Technology,F,Polytechnic
2015,1283,Architecture & Building,F,Polytechnic
2015,5253,Engineering Sciences,F,Polytechnic
2015,1852,Services,F,Polytechnic
2015,66114,Total,MF,University
2015,978,Education,MF,University
2015,1599,Applied Arts,MF,University
2015,11915,Humanities & Social Sciences,MF,University
2015,776,Mass Communication,MF,University
2015,4723,Accountancy,MF,University
2015,7138,Business & Administration,MF,University
2015,1550,Law,MF,University
2015,8226,"Natural, Physical & Mathematical Sciences",MF,University
2015,1719,Medicine,MF,University
2015,219,Dentistry,MF,University
2015,1567,Health Sciences,MF,University
2015,4575,Information Technology,MF,University
2015,1973,Architecture & Building,MF,University
2015,18431,Engineering Sciences,MF,University
2015,725,Services,MF,University
2015,81753,Total,MF,Polytechnic
2015,1138,Education,MF,Polytechnic
2015,5473,Applied Arts,MF,Polytechnic
2015,1047,Humanities & Social Sciences,MF,Polytechnic
2015,2033,Mass Communication & Information Science,MF,Polytechnic
2015,17592,Business & Administration,MF,Polytechnic
2015,530,Legal Studies,MF,Polytechnic
2015,4704,Science & Related Technologies,MF,Polytechnic
2015,8006,Health Sciences,MF,Polytechnic
2015,10147,Information Technology,MF,Polytechnic
2015,2217,Architecture & Building,MF,Polytechnic
2015,24487,Engineering Sciences,MF,Polytechnic
2015,4379,Services,MF,Polytechnic
2016,34010,Males Total,M,University
2016,169,Education,M,University
2016,670,Applied Arts,M,University
2016,4046,Humanities & Social Sciences,M,University
2016,178,Mass Communication,M,University
2016,2181,Accountancy,M,University
2016,3284,Business & Administration,M,University
2016,853,Law,M,University
2016,3300,"Natural, Physical & Mathematical Sciences",M,University
2016,933,Medicine,M,University
2016,75,Dentistry,M,University
2016,525,Health Sciences,M,University
2016,3352,Information Technology,M,University
2016,775,Architecture & Building,M,University
2016,13314,Engineering Sciences,M,University
2016,355,Services,M,University
2016,34266,Females Total,F,University
2016,583,Education,F,University
2016,958,Applied Arts,F,University
2016,8449,Humanities & Social Sciences,F,University
2016,596,Mass Communication,F,University
2016,2909,Accountancy,F,University
2016,4230,Business & Administration,F,University
2016,740,Law,F,University
2016,4967,"Natural, Physical & Mathematical Sciences",F,University
2016,912,Medicine,F,University
2016,145,Dentistry,F,University
2016,1335,Health Sciences,F,University
2016,1513,Information Technology,F,University
2016,1205,Architecture & Building,F,University
2016,5342,Engineering Sciences,F,University
2016,382,Services,F,University
2016,41287,Males Total,M,Polytechnic
2016,75,Education,M,Polytechnic
2016,2172,Applied Arts,M,Polytechnic
2016,262,Humanities & Social Sciences,M,Polytechnic
2016,484,Mass Communication & Information Science,M,Polytechnic
2016,6284,Business & Administration,M,Polytechnic
2016,203,Legal Studies,M,Polytechnic
2016,1773,Science & Related Technologies,M,Polytechnic
2016,2102,Health Sciences,M,Polytechnic
2016,6107,Information Technology,M,Polytechnic
2016,832,Architecture & Building,M,Polytechnic
2016,18567,Engineering Sciences,M,Polytechnic
2016,2426,Services,M,Polytechnic
2016,36841,Females Total,F,Polytechnic
2016,1407,Education,F,Polytechnic
2016,3064,Applied Arts,F,Polytechnic
2016,758,Humanities & Social Sciences,F,Polytechnic
2016,1436,Mass Communication & Information Science,F,Polytechnic
2016,10425,Business & Administration,F,Polytechnic
2016,308,Legal Studies,F,Polytechnic
2016,2723,Science & Related Technologies,F,Polytechnic
2016,5704,Health Sciences,F,Polytechnic
2016,3186,Information Technology,F,Polytechnic
2016,1207,Architecture & Building,F,Polytechnic
2016,4892,Engineering Sciences,F,Polytechnic
2016,1731,Services,F,Polytechnic
2016,68276,Total,MF,University
2016,752,Education,MF,University
2016,1628,Applied Arts,MF,University
2016,12495,Humanities & Social Sciences,MF,University
2016,774,Mass Communication,MF,University
2016,5090,Accountancy,MF,University
2016,7514,Business & Administration,MF,University
2016,1593,Law,MF,University
2016,8267,"Natural, Physical & Mathematical Sciences",MF,University
2016,1845,Medicine,MF,University
2016,220,Dentistry,MF,University
2016,1860,Health Sciences,MF,University
2016,4865,Information Technology,MF,University
2016,1980,Architecture & Building,MF,University
2016,18656,Engineering Sciences,MF,University
2016,737,Services,MF,University
2016,78128,Total,MF,Polytechnic
2016,1482,Education,MF,Polytechnic
2016,5236,Applied Arts,MF,Polytechnic
2016,1020,Humanities & Social Sciences,MF,Polytechnic
2016,1920,Mass Communication & Information Science,MF,Polytechnic
2016,16709,Business & Administration,MF,Polytechnic
2016,511,Legal Studies,MF,Polytechnic
2016,4496,Science & Related Technologies,MF,Polytechnic
2016,7806,Health Sciences,MF,Polytechnic
2016,9293,Information Technology,MF,Polytechnic
2016,2039,Architecture & Building,MF,Polytechnic
2016,23459,Engineering Sciences,MF,Polytechnic
2016,4157,Services,MF,Polytechnic
2017,41471,Males Total,M,University
2017,263,Education,M,University
2017,725,Applied Arts,M,University
2017,5155,Humanities & Social Sciences,M,University
2017,411,Mass Communication,M,University
2017,2425,Accountancy,M,University
2017,5212,Business & Administration,M,University
2017,879,Law,M,University
2017,3395,"Natural, Physical & Mathematical Sciences",M,University
2017,1016,Medicine,M,University
2017,76,Dentistry,M,University
2017,633,Health Sciences,M,University
2017,4474,Information Technology,M,University
2017,1403,Architecture & Building,M,University
2017,14631,Engineering Sciences,M,University
2017,654,Services,M,University
2017,41176,Females Total,F,University
2017,1320,Education,F,University
2017,1038,Applied Arts,F,University
2017,10603,Humanities & Social Sciences,F,University
2017,958,Mass Communication,F,University
2017,3225,Accountancy,F,University
2017,6389,Business & Administration,F,University
2017,767,Law,F,University
2017,4646,"Natural, Physical & Mathematical Sciences",F,University
2017,946,Medicine,F,University
2017,141,Dentistry,F,University
2017,1611,Health Sciences,F,University
2017,1851,Information Technology,F,University
2017,1521,Architecture & Building,F,University
2017,5508,Engineering Sciences,F,University
2017,440,Services,F,University
2017,40930,Males Total,M,Polytechnic
2017,121,Education,M,Polytechnic
2017,2163,Applied Arts,M,Polytechnic
2017,256,Humanities & Social Sciences,M,Polytechnic
2017,486,Mass Communication & Information Science,M,Polytechnic
2017,6143,Business & Administration,M,Polytechnic
2017,190,Legal Studies,M,Polytechnic
2017,1679,Science & Related Technologies,M,Polytechnic
2017,2010,Health Sciences,M,Polytechnic
2017,5946,Information Technology,M,Polytechnic
2017,1061,Architecture & Building,M,Polytechnic
2017,18525,Engineering Sciences,M,Polytechnic
2017,2350,Services,M,Polytechnic
2017,36283,Females Total,F,Polytechnic
2017,1842,Education,F,Polytechnic
2017,3128,Applied Arts,F,Polytechnic
2017,792,Humanities & Social Sciences,F,Polytechnic
2017,1368,Mass Communication & Information Science,F,Polytechnic
2017,10036,Business & Administration,F,Polytechnic
2017,290,Legal Studies,F,Polytechnic
2017,2507,Science & Related Technologies,F,Polytechnic
2017,5849,Health Sciences,F,Polytechnic
2017,2904,Information Technology,F,Polytechnic
2017,1139,Architecture & Building,F,Polytechnic
2017,4792,Engineering Sciences,F,Polytechnic
2017,1636,Services,F,Polytechnic
2017,82647,Total,MF,University
2017,1583,Education,MF,University
2017,1763,Applied Arts,MF,University
2017,15758,Humanities & Social Sciences,MF,University
2017,1369,Mass Communication,MF,University
2017,5650,Accountancy,MF,University
2017,11601,Business & Administration,MF,University
2017,1646,Law,MF,University
2017,8041,"Natural, Physical & Mathematical Sciences",MF,University
2017,1962,Medicine,MF,University
2017,217,Dentistry,MF,University
2017,2244,Health Sciences,MF,University
2017,6325,Information Technology,MF,University
2017,2924,Architecture & Building,MF,University
2017,20139,Engineering Sciences,MF,University
2017,1094,Services,MF,University
2017,77213,Total,MF,Polytechnic
2017,1963,Education,MF,Polytechnic
2017,5291,Applied Arts,MF,Polytechnic
2017,1048,Humanities & Social Sciences,MF,Polytechnic
2017,1854,Mass Communication & Information Science,MF,Polytechnic
2017,16179,Business & Administration,MF,Polytechnic
2017,480,Legal Studies,MF,Polytechnic
2017,4186,Science & Related Technologies,MF,Polytechnic
2017,7859,Health Sciences,MF,Polytechnic
2017,8850,Information Technology,MF,Polytechnic
2017,2200,Architecture & Building,MF,Polytechnic
2017,23317,Engineering Sciences,MF,Polytechnic
2017,3986,Services,MF,Polytechnic
2018,42659,Males Total,M,University
2018,230,Education,M,University
2018,698,Applied Arts,M,University
2018,5227,Humanities & Social Sciences,M,University
2018,414,Mass Communication,M,University
2018,2486,Accountancy,M,University
2018,5430,Business & Administration,M,University
2018,890,Law,M,University
2018,3329,"Natural, Physical & Mathematical Sciences",M,University
2018,1079,Medicine,M,University
2018,89,Dentistry,M,University
2018,760,Health Sciences,M,University
2018,4907,Information Technology,M,University
2018,1388,Architecture & Building,M,University
2018,14930,Engineering Sciences,M,University
2018,671,Services,M,University
2018,42307,Females Total,F,University
2018,1260,Education,F,University
2018,1034,Applied Arts,F,University
2018,10789,Humanities & Social Sciences,F,University
2018,973,Mass Communication,F,University
2018,3140,Accountancy,F,University
2018,6971,Business & Administration,F,University
2018,818,Law,F,University
2018,4231,"Natural, Physical & Mathematical Sciences",F,University
2018,966,Medicine,F,University
2018,135,Dentistry,F,University
2018,1952,Health Sciences,F,University
2018,2143,Information Technology,F,University
2018,1509,Architecture & Building,F,University
2018,5721,Engineering Sciences,F,University
2018,456,Services,F,University
2018,41480,Males Total,M,Polytechnic
2018,153,Education,M,Polytechnic
2018,2248,Applied Arts,M,Polytechnic
2018,262,Humanities & Social Sciences,M,Polytechnic
2018,497,Mass Communication & Information Science,M,Polytechnic
2018,6285,Business & Administration,M,Polytechnic
2018,184,Legal Studies,M,Polytechnic
2018,1612,Science & Related Technologies,M,Polytechnic
2018,2032,Health Sciences,M,Polytechnic
2018,6117,Information Technology,M,Polytechnic
2018,1115,Architecture & Building,M,Polytechnic
2018,18446,Engineering Sciences,M,Polytechnic
2018,2529,Services,M,Polytechnic
2018,36353,Females Total,F,Polytechnic
2018,2174,Education,F,Polytechnic
2018,3253,Applied Arts,F,Polytechnic
2018,809,Humanities & Social Sciences,F,Polytechnic
2018,1420,Mass Communication & Information Science,F,Polytechnic
2018,10004,Business & Administration,F,Polytechnic
2018,281,Legal Studies,F,Polytechnic
2018,2442,Science & Related Technologies,F,Polytechnic
2018,6032,Health Sciences,F,Polytechnic
2018,2646,Information Technology,F,Polytechnic
2018,1120,Architecture & Building,F,Polytechnic
2018,4666,Engineering Sciences,F,Polytechnic
2018,1506,Services,F,Polytechnic
2018,84966,Total,MF,University
2018,1490,Education,MF,University
2018,1732,Applied Arts,MF,University
2018,16016,Humanities & Social Sciences,MF,University
2018,1387,Mass Communication,MF,University
2018,5626,Accountancy,MF,University
2018,12401,Business & Administration,MF,University
2018,1708,Law,MF,University
2018,7560,"Natural, Physical & Mathematical Sciences",MF,University
2018,2045,Medicine,MF,University
2018,224,Dentistry,MF,University
2018,2712,Health Sciences,MF,University
2018,7050,Information Technology,MF,University
2018,2897,Architecture & Building,MF,University
2018,20651,Engineering Sciences,MF,University
2018,1127,Services,MF,University
2018,77833,Total,MF,Polytechnic
2018,2327,Education,MF,Polytechnic
2018,5501,Applied Arts,MF,Polytechnic
2018,1071,Humanities & Social Sciences,MF,Polytechnic
2018,1917,Mass Communication & Information Science,MF,Polytechnic
2018,16289,Business & Administration,MF,Polytechnic
2018,465,Legal Studies,MF,Polytechnic
2018,4054,Science & Related Technologies,MF,Polytechnic
2018,8064,Health Sciences,MF,Polytechnic
2018,8763,Information Technology,MF,Polytechnic
2018,2235,Architecture & Building,MF,Polytechnic
2018,23112,Engineering Sciences,MF,Polytechnic
2018,4035,Services,MF,Polytechnic
