Year,University,School,Degree,Hons,Overall_Employment_Rate,Full-Time_Employment_Rate,Gross_Monthly_Mean,Gross_Monthly_Median,Gross_Monthly_25th_Percentile,Gross_Monthly_75th_Percentile
2016,Nanyang Technological University,Arts & Social Sciences,English,No,75,54.2,2997,3000,2700,3400
2016,Nanyang Technological University,Arts & Social Sciences,History,No,87.2,76.6,3082,3000,2700,3500
2016,Nanyang Technological University,Arts & Social Sciences,Linguistics And Multilingual Studies,No,81.8,61.8,3368,3365,2960,3500
2016,Nanyang Technological University,Arts & Social Sciences,Psychology,No,82.1,66.7,3136,3200,2800,3500
2016,Nanyang Technological University,Arts & Social Sciences,Sociology,No,86.1,63.9,3480,3500,3000,3850
2016,Nanyang Technological University,Sciences,Biomedical Sciences & Chinese Medicine,No,94.4,88.9,2577,2500,2150,2800
2016,Nanyang Technological University,Sciences,Biological Sciences,No,80.5,64,3222,3175,3000,3550
2016,Nanyang Technological University,Sciences,Chemistry & Biological Chemistry,No,80.6,64.2,3234,3149,2925,3500
2016,Nanyang Technological University,Sciences,Mathematical Sciences,No,88.5,76.9,3535,3500,3200,3750
2016,Nanyang Technological University,Sciences,Mathematics & Economics,No,89.4,72.7,3458,3300,3000,3750
2016,Nanyang Technological University,Sciences,Physics,No,85.7,77.1,3683,3450,3100,4000
2016,Nanyang Technological University,Sciences,Sports Science and Management,No,83.1,66.1,3272,3200,2825,3500
2016,Nanyang Technological University,National Institute of Education (NIE),Arts (with Education),No,100,100,3525,3525,3400,3615
2016,Nanyang Technological University,National Institute of Education (NIE),Science (with Education),No,100,100,3546,3525,3500,3850
2016,National University of Singapore,Arts & Social Sciences,Arts,No,86.1,62.5,3063,3000,2600,3200
2016,National University of Singapore,Arts & Social Sciences,Arts,Yes,90.7,74.1,3321,3500,3000,3600
2016,National University of Singapore,Arts & Social Sciences,Social Sciences,No,89.5,73.3,3423,3300,3000,3650
2016,National University of Singapore,Dentistry,Dental Surgery,No,100,100,4221,4050,4050,4450
2016,National University of Singapore,Engineering,Biomedical Engineering,No,91.9,80.6,3366,3200,3000,3500
2016,National University of Singapore,Engineering,Chemical Engineering,No,85.3,80.3,3562,3450,3150,4000
2016,National University of Singapore,Engineering,Civil Engineering,No,95.3,91.9,3509,3420,3200,3800
2016,National University of Singapore,Engineering,Computer Engineering,No,89.1,85.9,3942,3900,3467,4500
2016,National University of Singapore,Engineering,Electrical Engineering,No,91.9,87.6,3765,3500,3200,4200
2016,National University of Singapore,Engineering,Engineering Science,No,85.2,74.1,3707,3740,3350,4026
2016,National University of Singapore,Engineering,Environmental Engineering,No,79.3,65.5,3470,3350,3000,3832
2016,National University of Singapore,Engineering,Industrial and Systems Engineering,No,80.3,78.9,3879,3500,3300,4250
2016,National University of Singapore,Engineering,Materials Science And Engineering,No,90.2,78.4,3501,3540,3200,3900
2016,National University of Singapore,Engineering,Mechanical Engineering,No,86.6,81,3560,3400,3150,3800
2016,National University of Singapore,Law,Law,Yes,97.7,95.9,4898,4900,4200,5600
2016,National University of Singapore,Sciences,Applied Science,Yes,81,61.9,3058,3130,2800,3350
2016,National University of Singapore,Sciences,Science,No,84.3,59.4,2995,3000,2600,3225
2016,National University of Singapore,Sciences,Science,Yes,84.9,71.7,3386,3300,3000,3650
2016,National University of Singapore,Sciences,Pharmacy,Yes,99.1,97.2,3597,3600,3300,3950
2016,National University of Singapore,Business,Business Administration,No,93.6,80.7,3282,3000,2837,3500
2016,National University of Singapore,Business,Business Administration,Yes,96.4,92.8,4207,3620,3258,4500
2016,National University of Singapore,Business,Accountancy,No,88.6,86.4,3020,2963,2800,3100
2016,National University of Singapore,Business,Accountancy,Yes,99,99,3465,3075,2900,3800
2016,National University of Singapore,Computing and Information Systems,Computer Science,No,96.3,93.3,4385,4000,3500,5000
2016,National University of Singapore,Computing and Information Systems,Information Systems,No,94,94,3969,4000,3365,4500
2016,National University of Singapore,Design & Environment,Architecture,No,93.2,89.8,3960,4000,3500,4250
2016,National University of Singapore,Design & Environment,Industrial Design,No,90.6,65.6,3320,3000,2900,4000
2016,National University of Singapore,Design & Environment,Project and Facilities Management,No,87.8,84.7,3113,3000,2850,3276
2016,National University of Singapore,Design & Environment,Real Estate,No,94.6,92.4,3368,3200,2950,3735
2016,National University of Singapore,Medicine,Bachelor of Medicine and Bachelor Of Surgery,No,99.4,99.4,4887,5000,4500,5200
2016,National University of Singapore,Medicine,Nursing,No,93.2,90.9,3363,3400,3200,3425
2016,National University of Singapore,Medicine,Nursing,Yes,95.1,95.1,3529,3500,3400,3600
2016,National University of Singapore,Arts & Social Sciences,Music,No,85.7,14.3,3250,3250,2999,3500
2016,National University of Singapore,Multidisciplinary,Environmental Studies,No,83.8,67.6,3399,3300,3000,3500
2016,Singapore Management University,Accountancy,Accountancy,No,98.5,96,3455,3000,2900,3600
2016,Singapore Management University,Accountancy,Accountancy,Yes,100,100,3943,3600,3000,4583
2016,Singapore Management University,Business,Business Management,No,92.4,84.6,3831,3500,3000,4000
2016,Singapore Management University,Business,Business Management,Yes,96.1,92.1,4234,3660,3250,4583
2016,Singapore Management University,Economics,Economics,No,93.4,84,3906,3700,3200,4300
2016,Singapore Management University,Economics,Economics,Yes,97,92.5,4425,4107,3800,4750
2016,Singapore Management University,Computing and Information Systems,Information Systems,No,95.7,91.5,3897,3600,3200,4167
2016,Singapore Management University,Computing and Information Systems,Information Systems,Yes,97.5,95,4603,4167,3800,4750
2016,Singapore Management University,Arts & Social Sciences,Social Sciences,No,91.5,80.4,3311,3145,3000,3500
2016,Singapore Management University,Arts & Social Sciences,Social Sciences,Yes,94.9,87.2,3548,3400,3000,3668
2016,Singapore Management University,Law,Law,No,95.8,93.7,4915,4850,4200,5800
2016,Singapore Management University,Law,Law,Yes,96.7,96.7,5095,5300,4500,5800
2016,Singapore Institute of Technology,DigiPen Institute of Technology,Digital Arts & Animation,No,73.3,53.3,3052,3000,2700,3016
2016,Singapore Institute of Technology,DigiPen Institute of Technology,Computer Science & Game Design,No,85.7,85.7,3329,3400,3100,3500
2016,Singapore Institute of Technology,DigiPen Institute of Technology,Computer Science in Real-Time Interactive Simulation,No,100,92.9,3803,4000,3500,4200
2016,Singapore Institute of Technology,The Glasgow School of Art,Communication Design,Yes,91.1,58.9,2652,2600,2500,2700
2016,Singapore Institute of Technology,The Glasgow School of Art,Interior Design,Yes,97.4,76.3,2485,2515,2200,2800
2016,Singapore Institute of Technology,Newcastle University,Chemical Engineering,Yes,85.9,71.8,3463,3300,3080,3650
2016,Singapore Institute of Technology,Newcastle University,Electrical Power Engineering,Yes,86.4,79.7,3440,3200,2800,3700
2016,Singapore Institute of Technology,Newcastle University,Marine Engineering,Yes,95.2,81,3956,3840,3200,4530
2016,Singapore Institute of Technology,Newcastle University,Mechanical Design & Manufacturing Engineering,Yes,87,77.8,3344,3200,2900,3575
2016,Singapore Institute of Technology,Newcastle University,Naval Architecture,Yes,90,90,3239,3300,3000,3500
2016,Singapore Institute of Technology,Newcastle University,Offshore Engineering,Yes,86.4,72.7,3286,3430,3000,3600
