index,Year,Enrollment,First Degree,Sex,Institute_Type
1,1993,13727,Males Total,M,University
2,1993,92,Education,M,University
3,1993,0,Applied Arts,M,University
4,1993,1251,Humanities & Social Sciences,M,University
5,1993,28,Mass Communication,M,University
6,1993,852,Accountancy,M,University
7,1993,1234,Business & Administration,M,University
8,1993,353,Law,M,University
9,1993,1158,"Natural, Physical & Mathematical Sciences",M,University
10,1993,522,Medicine,M,University
11,1993,101,Dentistry,M,University
12,1993,23,Health Sciences,M,University
13,1993,911,Information Technology,M,University
14,1993,478,Architecture & Building,M,University
15,1993,6724,Engineering Sciences,M,University
16,1993,0,Services,M,University
17,1993,12078,Females Total,F,University
18,1993,458,Education,F,University
19,1993,0,Applied Arts,F,University
20,1993,3283,Humanities & Social Sciences,F,University
21,1993,69,Mass Communication,F,University
22,1993,1246,Accountancy,F,University
23,1993,2515,Business & Administration,F,University
24,1993,410,Law,F,University
25,1993,1598,"Natural, Physical & Mathematical Sciences",F,University
26,1993,249,Medicine,F,University
27,1993,40,Dentistry,F,University
28,1993,79,Health Sciences,F,University
29,1993,578,Information Technology,F,University
30,1993,572,Architecture & Building,F,University
31,1993,981,Engineering Sciences,F,University
32,1993,0,Services,F,University
33,1993,23264,Males Total,M,Polytechnic
34,1993,0,Education,M,Polytechnic
35,1993,238,Applied Arts,M,Polytechnic
36,1993,0,Humanities & Social Sciences,M,Polytechnic
37,1993,83,Mass Communication & Information Science,M,Polytechnic
38,1993,2038,Business & Administration,M,Polytechnic
39,1993,26,Legal Studies,M,Polytechnic
40,1993,660,Science & Related Technologies,M,Polytechnic
41,1993,85,Health Sciences,M,Polytechnic
42,1993,915,Information Technology,M,Polytechnic
43,1993,800,Architecture & Building,M,Polytechnic
44,1993,18180,Engineering Sciences,M,Polytechnic
45,1993,239,Services,M,Polytechnic
46,1993,15534,Females Total,F,Polytechnic
47,1993,0,Education,F,Polytechnic
48,1993,278,Applied Arts,F,Polytechnic
49,1993,0,Humanities & Social Sciences,F,Polytechnic
50,1993,247,Mass Communication & Information Science,F,Polytechnic
51,1993,6216,Business & Administration,F,Polytechnic
52,1993,62,Legal Studies,F,Polytechnic
53,1993,1220,Science & Related Technologies,F,Polytechnic
54,1993,715,Health Sciences,F,Polytechnic
55,1993,997,Information Technology,F,Polytechnic
56,1993,1008,Architecture & Building,F,Polytechnic
57,1993,4737,Engineering Sciences,F,Polytechnic
58,1993,54,Services,F,Polytechnic
59,1993,25805,Total,MF,University
60,1993,550,Education,MF,University
61,1993,0,Applied Arts,MF,University
62,1993,4534,Humanities & Social Sciences,MF,University
63,1993,97,Mass Communication,MF,University
64,1993,2098,Accountancy,MF,University
65,1993,3749,Business & Administration,MF,University
66,1993,763,Law,MF,University
67,1993,2756,"Natural, Physical & Mathematical Sciences",MF,University
68,1993,771,Medicine,MF,University
69,1993,141,Dentistry,MF,University
70,1993,102,Health Sciences,MF,University
71,1993,1489,Information Technology,MF,University
72,1993,1050,Architecture & Building,MF,University
73,1993,7705,Engineering Sciences,MF,University
74,1993,0,Services,MF,University
75,1993,38798,Total,MF,Polytechnic
76,1993,0,Education,MF,Polytechnic
77,1993,516,Applied Arts,MF,Polytechnic
78,1993,0,Humanities & Social Sciences,MF,Polytechnic
79,1993,330,Mass Communication & Information Science,MF,Polytechnic
80,1993,8254,Business & Administration,MF,Polytechnic
81,1993,88,Legal Studies,MF,Polytechnic
82,1993,1880,Science & Related Technologies,MF,Polytechnic
83,1993,800,Health Sciences,MF,Polytechnic
84,1993,1912,Information Technology,MF,Polytechnic
85,1993,1808,Architecture & Building,MF,Polytechnic
86,1993,22917,Engineering Sciences,MF,Polytechnic
87,1993,293,Services,MF,Polytechnic
88,1994,14325,Males Total,M,University
89,1994,158,Education,M,University
90,1994,0,Applied Arts,M,University
91,1994,1297,Humanities & Social Sciences,M,University
92,1994,55,Mass Communication,M,University
93,1994,820,Accountancy,M,University
94,1994,1312,Business & Administration,M,University
95,1994,334,Law,M,University
96,1994,1194,"Natural, Physical & Mathematical Sciences",M,University
97,1994,531,Medicine,M,University
98,1994,98,Dentistry,M,University
99,1994,22,Health Sciences,M,University
100,1994,991,Information Technology,M,University
101,1994,481,Architecture & Building,M,University
102,1994,7032,Engineering Sciences,M,University
103,1994,0,Services,M,University
104,1994,12864,Females Total,F,University
105,1994,561,Education,F,University
106,1994,0,Applied Arts,F,University
107,1994,3462,Humanities & Social Sciences,F,University
108,1994,146,Mass Communication,F,University
109,1994,1344,Accountancy,F,University
110,1994,2608,Business & Administration,F,University
111,1994,415,Law,F,University
112,1994,1682,"Natural, Physical & Mathematical Sciences",F,University
113,1994,221,Medicine,F,University
114,1994,46,Dentistry,F,University
115,1994,93,Health Sciences,F,University
116,1994,612,Information Technology,F,University
117,1994,546,Architecture & Building,F,University
118,1994,1128,Engineering Sciences,F,University
119,1994,0,Services,F,University
120,1994,24867,Males Total,M,Polytechnic
121,1994,0,Education,M,Polytechnic
122,1994,292,Applied Arts,M,Polytechnic
123,1994,0,Humanities & Social Sciences,M,Polytechnic
124,1994,117,Mass Communication & Information Science,M,Polytechnic
125,1994,2388,Business & Administration,M,Polytechnic
126,1994,37,Legal Studies,M,Polytechnic
127,1994,260,Science & Related Technologies,M,Polytechnic
128,1994,171,Health Sciences,M,Polytechnic
129,1994,1346,Information Technology,M,Polytechnic
130,1994,935,Architecture & Building,M,Polytechnic
131,1994,19045,Engineering Sciences,M,Polytechnic
132,1994,276,Services,M,Polytechnic
133,1994,17355,Females Total,F,Polytechnic
134,1994,0,Education,F,Polytechnic
135,1994,318,Applied Arts,F,Polytechnic
136,1994,0,Humanities & Social Sciences,F,Polytechnic
137,1994,261,Mass Communication & Information Science,F,Polytechnic
138,1994,6748,Business & Administration,F,Polytechnic
139,1994,111,Legal Studies,F,Polytechnic
140,1994,376,Science & Related Technologies,F,Polytechnic
141,1994,1207,Health Sciences,F,Polytechnic
142,1994,1064,Information Technology,F,Polytechnic
143,1994,964,Architecture & Building,F,Polytechnic
144,1994,6242,Engineering Sciences,F,Polytechnic
145,1994,64,Services,F,Polytechnic
146,1994,27189,Total,MF,University
147,1994,719,Education,MF,University
148,1994,0,Applied Arts,MF,University
149,1994,4759,Humanities & Social Sciences,MF,University
150,1994,201,Mass Communication,MF,University
151,1994,2164,Accountancy,MF,University
152,1994,3920,Business & Administration,MF,University
153,1994,749,Law,MF,University
154,1994,2876,"Natural, Physical & Mathematical Sciences",MF,University
155,1994,752,Medicine,MF,University
156,1994,144,Dentistry,MF,University
157,1994,115,Health Sciences,MF,University
158,1994,1603,Information Technology,MF,University
159,1994,1027,Architecture & Building,MF,University
160,1994,8160,Engineering Sciences,MF,University
161,1994,0,Services,MF,University
162,1994,42222,Total,MF,Polytechnic
163,1994,0,Education,MF,Polytechnic
164,1994,610,Applied Arts,MF,Polytechnic
165,1994,0,Humanities & Social Sciences,MF,Polytechnic
166,1994,378,Mass Communication & Information Science,MF,Polytechnic
167,1994,9136,Business & Administration,MF,Polytechnic
168,1994,148,Legal Studies,MF,Polytechnic
169,1994,636,Science & Related Technologies,MF,Polytechnic
170,1994,1378,Health Sciences,MF,Polytechnic
171,1994,2410,Information Technology,MF,Polytechnic
172,1994,1899,Architecture & Building,MF,Polytechnic
173,1994,25287,Engineering Sciences,MF,Polytechnic
174,1994,340,Services,MF,Polytechnic
175,1995,14711,Males Total,M,University
176,1995,191,Education,M,University
177,1995,0,Applied Arts,M,University
178,1995,1290,Humanities & Social Sciences,M,University
179,1995,75,Mass Communication,M,University
180,1995,806,Accountancy,M,University
181,1995,1354,Business & Administration,M,University
182,1995,333,Law,M,University
183,1995,1118,"Natural, Physical & Mathematical Sciences",M,University
184,1995,547,Medicine,M,University
185,1995,95,Dentistry,M,University
186,1995,22,Health Sciences,M,University
187,1995,1054,Information Technology,M,University
188,1995,467,Architecture & Building,M,University
189,1995,7359,Engineering Sciences,M,University
190,1995,0,Services,M,University
191,1995,13934,Females Total,F,University
192,1995,658,Education,F,University
193,1995,0,Applied Arts,F,University
194,1995,3734,Humanities & Social Sciences,F,University
195,1995,238,Mass Communication,F,University
196,1995,1426,Accountancy,F,University
197,1995,2680,Business & Administration,F,University
198,1995,387,Law,F,University
199,1995,1697,"Natural, Physical & Mathematical Sciences",F,University
200,1995,215,Medicine,F,University
201,1995,52,Dentistry,F,University
202,1995,160,Health Sciences,F,University
203,1995,691,Information Technology,F,University
204,1995,566,Architecture & Building,F,University
205,1995,1430,Engineering Sciences,F,University
206,1995,0,Services,F,University
207,1995,27000,Males Total,M,Polytechnic
208,1995,0,Education,M,Polytechnic
209,1995,335,Applied Arts,M,Polytechnic
210,1995,0,Humanities & Social Sciences,M,Polytechnic
211,1995,148,Mass Communication & Information Science,M,Polytechnic
212,1995,2648,Business & Administration,M,Polytechnic
213,1995,53,Legal Studies,M,Polytechnic
214,1995,304,Science & Related Technologies,M,Polytechnic
215,1995,232,Health Sciences,M,Polytechnic
216,1995,1812,Information Technology,M,Polytechnic
217,1995,1045,Architecture & Building,M,Polytechnic
218,1995,20113,Engineering Sciences,M,Polytechnic
219,1995,310,Services,M,Polytechnic
220,1995,19156,Females Total,F,Polytechnic
221,1995,0,Education,F,Polytechnic
222,1995,377,Applied Arts,F,Polytechnic
223,1995,0,Humanities & Social Sciences,F,Polytechnic
224,1995,280,Mass Communication & Information Science,F,Polytechnic
225,1995,7087,Business & Administration,F,Polytechnic
226,1995,176,Legal Studies,F,Polytechnic
227,1995,493,Science & Related Technologies,F,Polytechnic
228,1995,1508,Health Sciences,F,Polytechnic
229,1995,1293,Information Technology,F,Polytechnic
230,1995,904,Architecture & Building,F,Polytechnic
231,1995,6966,Engineering Sciences,F,Polytechnic
232,1995,72,Services,F,Polytechnic
233,1995,28645,Total,MF,University
234,1995,849,Education,MF,University
235,1995,0,Applied Arts,MF,University
236,1995,5024,Humanities & Social Sciences,MF,University
237,1995,313,Mass Communication,MF,University
238,1995,2232,Accountancy,MF,University
239,1995,4034,Business & Administration,MF,University
240,1995,720,Law,MF,University
241,1995,2815,"Natural, Physical & Mathematical Sciences",MF,University
242,1995,762,Medicine,MF,University
243,1995,147,Dentistry,MF,University
244,1995,182,Health Sciences,MF,University
245,1995,1745,Information Technology,MF,University
246,1995,1033,Architecture & Building,MF,University
247,1995,8789,Engineering Sciences,MF,University
248,1995,0,Services,MF,University
249,1995,46156,Total,MF,Polytechnic
250,1995,0,Education,MF,Polytechnic
251,1995,712,Applied Arts,MF,Polytechnic
252,1995,0,Humanities & Social Sciences,MF,Polytechnic
253,1995,428,Mass Communication & Information Science,MF,Polytechnic
254,1995,9735,Business & Administration,MF,Polytechnic
255,1995,229,Legal Studies,MF,Polytechnic
256,1995,797,Science & Related Technologies,MF,Polytechnic
257,1995,1740,Health Sciences,MF,Polytechnic
258,1995,3105,Information Technology,MF,Polytechnic
259,1995,1949,Architecture & Building,MF,Polytechnic
260,1995,27079,Engineering Sciences,MF,Polytechnic
261,1995,382,Services,MF,Polytechnic
262,1996,15624,Males Total,M,University
263,1996,200,Education,M,University
264,1996,0,Applied Arts,M,University
265,1996,1368,Humanities & Social Sciences,M,University
266,1996,110,Mass Communication,M,University
267,1996,833,Accountancy,M,University
268,1996,1367,Business & Administration,M,University
269,1996,335,Law,M,University
270,1996,1097,"Natural, Physical & Mathematical Sciences",M,University
271,1996,553,Medicine,M,University
272,1996,89,Dentistry,M,University
273,1996,29,Health Sciences,M,University
274,1996,1031,Information Technology,M,University
275,1996,453,Architecture & Building,M,University
276,1996,8159,Engineering Sciences,M,University
277,1996,0,Services,M,University
278,1996,14750,Females Total,F,University
279,1996,580,Education,F,University
280,1996,0,Applied Arts,F,University
281,1996,3831,Humanities & Social Sciences,F,University
282,1996,323,Mass Communication,F,University
283,1996,1476,Accountancy,F,University
284,1996,2731,Business & Administration,F,University
285,1996,360,Law,F,University
286,1996,1812,"Natural, Physical & Mathematical Sciences",F,University
287,1996,208,Medicine,F,University
288,1996,53,Dentistry,F,University
289,1996,164,Health Sciences,F,University
290,1996,712,Information Technology,F,University
291,1996,646,Architecture & Building,F,University
292,1996,1854,Engineering Sciences,F,University
293,1996,0,Services,F,University
294,1996,28412,Males Total,M,Polytechnic
295,1996,0,Education,M,Polytechnic
296,1996,504,Applied Arts,M,Polytechnic
297,1996,0,Humanities & Social Sciences,M,Polytechnic
298,1996,185,Mass Communication & Information Science,M,Polytechnic
299,1996,2962,Business & Administration,M,Polytechnic
300,1996,62,Legal Studies,M,Polytechnic
301,1996,337,Science & Related Technologies,M,Polytechnic
302,1996,276,Health Sciences,M,Polytechnic
303,1996,2136,Information Technology,M,Polytechnic
304,1996,1112,Architecture & Building,M,Polytechnic
305,1996,20630,Engineering Sciences,M,Polytechnic
306,1996,208,Services,M,Polytechnic
307,1996,20702,Females Total,F,Polytechnic
308,1996,0,Education,F,Polytechnic
309,1996,501,Applied Arts,F,Polytechnic
310,1996,0,Humanities & Social Sciences,F,Polytechnic
311,1996,324,Mass Communication & Information Science,F,Polytechnic
312,1996,7755,Business & Administration,F,Polytechnic
313,1996,182,Legal Studies,F,Polytechnic
314,1996,652,Science & Related Technologies,F,Polytechnic
315,1996,1632,Health Sciences,F,Polytechnic
316,1996,1433,Information Technology,F,Polytechnic
317,1996,935,Architecture & Building,F,Polytechnic
318,1996,7201,Engineering Sciences,F,Polytechnic
319,1996,87,Services,F,Polytechnic
320,1996,30374,Total,MF,University
321,1996,780,Education,MF,University
322,1996,0,Applied Arts,MF,University
323,1996,5199,Humanities & Social Sciences,MF,University
324,1996,433,Mass Communication,MF,University
325,1996,2309,Accountancy,MF,University
326,1996,4098,Business & Administration,MF,University
327,1996,695,Law,MF,University
328,1996,2909,"Natural, Physical & Mathematical Sciences",MF,University
329,1996,761,Medicine,MF,University
330,1996,142,Dentistry,MF,University
331,1996,193,Health Sciences,MF,University
332,1996,1743,Information Technology,MF,University
333,1996,1099,Architecture & Building,MF,University
334,1996,10013,Engineering Sciences,MF,University
335,1996,0,Services,MF,University
336,1996,49114,Total,MF,Polytechnic
337,1996,0,Education,MF,Polytechnic
338,1996,1005,Applied Arts,MF,Polytechnic
339,1996,0,Humanities & Social Sciences,MF,Polytechnic
340,1996,509,Mass Communication & Information Science,MF,Polytechnic
341,1996,10717,Business & Administration,MF,Polytechnic
342,1996,244,Legal Studies,MF,Polytechnic
343,1996,989,Science & Related Technologies,MF,Polytechnic
344,1996,1908,Health Sciences,MF,Polytechnic
345,1996,3569,Information Technology,MF,Polytechnic
346,1996,2047,Architecture & Building,MF,Polytechnic
347,1996,27831,Engineering Sciences,MF,Polytechnic
348,1996,295,Services,MF,Polytechnic
349,1997,16251,Males Total,M,University
350,1997,206,Education,M,University
351,1997,0,Applied Arts,M,University
352,1997,1388,Humanities & Social Sciences,M,University
353,1997,122,Mass Communication,M,University
354,1997,853,Accountancy,M,University
355,1997,1249,Business & Administration,M,University
356,1997,297,Law,M,University
357,1997,1071,"Natural, Physical & Mathematical Sciences",M,University
358,1997,564,Medicine,M,University
359,1997,84,Dentistry,M,University
360,1997,37,Health Sciences,M,University
361,1997,958,Information Technology,M,University
362,1997,426,Architecture & Building,M,University
363,1997,8996,Engineering Sciences,M,University
364,1997,0,Services,M,University
365,1997,15477,Females Total,F,University
366,1997,503,Education,F,University
367,1997,0,Applied Arts,F,University
368,1997,3947,Humanities & Social Sciences,F,University
369,1997,330,Mass Communication,F,University
370,1997,1517,Accountancy,F,University
371,1997,2770,Business & Administration,F,University
372,1997,355,Law,F,University
373,1997,1885,"Natural, Physical & Mathematical Sciences",F,University
374,1997,225,Medicine,F,University
375,1997,58,Dentistry,F,University
376,1997,171,Health Sciences,F,University
377,1997,683,Information Technology,F,University
378,1997,669,Architecture & Building,F,University
379,1997,2364,Engineering Sciences,F,University
380,1997,0,Services,F,University
381,1997,29681,Males Total,M,Polytechnic
382,1997,0,Education,M,Polytechnic
383,1997,507,Applied Arts,M,Polytechnic
384,1997,0,Humanities & Social Sciences,M,Polytechnic
385,1997,181,Mass Communication & Information Science,M,Polytechnic
386,1997,2907,Business & Administration,M,Polytechnic
387,1997,84,Legal Studies,M,Polytechnic
388,1997,366,Science & Related Technologies,M,Polytechnic
389,1997,300,Health Sciences,M,Polytechnic
390,1997,2534,Information Technology,M,Polytechnic
391,1997,1085,Architecture & Building,M,Polytechnic
392,1997,21400,Engineering Sciences,M,Polytechnic
393,1997,317,Services,M,Polytechnic
394,1997,21954,Females Total,F,Polytechnic
395,1997,0,Education,F,Polytechnic
396,1997,602,Applied Arts,F,Polytechnic
397,1997,0,Humanities & Social Sciences,F,Polytechnic
398,1997,419,Mass Communication & Information Science,F,Polytechnic
399,1997,7740,Business & Administration,F,Polytechnic
400,1997,203,Legal Studies,F,Polytechnic
401,1997,793,Science & Related Technologies,F,Polytechnic
402,1997,1661,Health Sciences,F,Polytechnic
403,1997,1675,Information Technology,F,Polytechnic
404,1997,926,Architecture & Building,F,Polytechnic
405,1997,7840,Engineering Sciences,F,Polytechnic
406,1997,95,Services,F,Polytechnic
407,1997,31728,Total,MF,University
408,1997,709,Education,MF,University
409,1997,0,Applied Arts,MF,University
410,1997,5335,Humanities & Social Sciences,MF,University
411,1997,452,Mass Communication,MF,University
412,1997,2370,Accountancy,MF,University
413,1997,4019,Business & Administration,MF,University
414,1997,652,Law,MF,University
415,1997,2956,"Natural, Physical & Mathematical Sciences",MF,University
416,1997,789,Medicine,MF,University
417,1997,142,Dentistry,MF,University
418,1997,208,Health Sciences,MF,University
419,1997,1641,Information Technology,MF,University
420,1997,1095,Architecture & Building,MF,University
421,1997,11360,Engineering Sciences,MF,University
422,1997,0,Services,MF,University
423,1997,51635,Total,MF,Polytechnic
424,1997,0,Education,MF,Polytechnic
425,1997,1109,Applied Arts,MF,Polytechnic
426,1997,0,Humanities & Social Sciences,MF,Polytechnic
427,1997,600,Mass Communication & Information Science,MF,Polytechnic
428,1997,10647,Business & Administration,MF,Polytechnic
429,1997,287,Legal Studies,MF,Polytechnic
430,1997,1159,Science & Related Technologies,MF,Polytechnic
431,1997,1961,Health Sciences,MF,Polytechnic
432,1997,4209,Information Technology,MF,Polytechnic
433,1997,2011,Architecture & Building,MF,Polytechnic
434,1997,29240,Engineering Sciences,MF,Polytechnic
435,1997,412,Services,MF,Polytechnic
436,1998,17186,Males Total,M,University
437,1998,181,Education,M,University
438,1998,0,Applied Arts,M,University
439,1998,1393,Humanities & Social Sciences,M,University
440,1998,125,Mass Communication,M,University
441,1998,839,Accountancy,M,University
442,1998,1165,Business & Administration,M,University
443,1998,300,Law,M,University
444,1998,1034,"Natural, Physical & Mathematical Sciences",M,University
445,1998,584,Medicine,M,University
446,1998,81,Dentistry,M,University
447,1998,54,Health Sciences,M,University
448,1998,960,Information Technology,M,University
449,1998,431,Architecture & Building,M,University
450,1998,10039,Engineering Sciences,M,University
451,1998,0,Services,M,University
452,1998,15907,Females Total,F,University
453,1998,449,Education,F,University
454,1998,0,Applied Arts,F,University
455,1998,3961,Humanities & Social Sciences,F,University
456,1998,349,Mass Communication,F,University
457,1998,1512,Accountancy,F,University
458,1998,2669,Business & Administration,F,University
459,1998,329,Law,F,University
460,1998,1918,"Natural, Physical & Mathematical Sciences",F,University
461,1998,250,Medicine,F,University
462,1998,57,Dentistry,F,University
463,1998,177,Health Sciences,F,University
464,1998,555,Information Technology,F,University
465,1998,746,Architecture & Building,F,University
466,1998,2935,Engineering Sciences,F,University
467,1998,0,Services,F,University
468,1998,30035,Males Total,M,Polytechnic
469,1998,0,Education,M,Polytechnic
470,1998,645,Applied Arts,M,Polytechnic
471,1998,0,Humanities & Social Sciences,M,Polytechnic
472,1998,178,Mass Communication & Information Science,M,Polytechnic
473,1998,2920,Business & Administration,M,Polytechnic
474,1998,88,Legal Studies,M,Polytechnic
475,1998,397,Science & Related Technologies,M,Polytechnic
476,1998,331,Health Sciences,M,Polytechnic
477,1998,3252,Information Technology,M,Polytechnic
478,1998,952,Architecture & Building,M,Polytechnic
479,1998,20947,Engineering Sciences,M,Polytechnic
480,1998,325,Services,M,Polytechnic
481,1998,23142,Females Total,F,Polytechnic
482,1998,0,Education,F,Polytechnic
483,1998,733,Applied Arts,F,Polytechnic
484,1998,0,Humanities & Social Sciences,F,Polytechnic
485,1998,477,Mass Communication & Information Science,F,Polytechnic
486,1998,7811,Business & Administration,F,Polytechnic
487,1998,218,Legal Studies,F,Polytechnic
488,1998,927,Science & Related Technologies,F,Polytechnic
489,1998,1762,Health Sciences,F,Polytechnic
490,1998,2011,Information Technology,F,Polytechnic
491,1998,907,Architecture & Building,F,Polytechnic
492,1998,8192,Engineering Sciences,F,Polytechnic
493,1998,104,Services,F,Polytechnic
494,1998,33093,Total,MF,University
495,1998,630,Education,MF,University
496,1998,0,Applied Arts,MF,University
497,1998,5354,Humanities & Social Sciences,MF,University
498,1998,474,Mass Communication,MF,University
499,1998,2351,Accountancy,MF,University
500,1998,3834,Business & Administration,MF,University
501,1998,629,Law,MF,University
502,1998,2952,"Natural, Physical & Mathematical Sciences",MF,University
503,1998,834,Medicine,MF,University
504,1998,138,Dentistry,MF,University
505,1998,231,Health Sciences,MF,University
506,1998,1515,Information Technology,MF,University
507,1998,1177,Architecture & Building,MF,University
508,1998,12974,Engineering Sciences,MF,University
509,1998,0,Services,MF,University
510,1998,53177,Total,MF,Polytechnic
511,1998,0,Education,MF,Polytechnic
512,1998,1378,Applied Arts,MF,Polytechnic
513,1998,0,Humanities & Social Sciences,MF,Polytechnic
514,1998,655,Mass Communication & Information Science,MF,Polytechnic
515,1998,10731,Business & Administration,MF,Polytechnic
516,1998,306,Legal Studies,MF,Polytechnic
517,1998,1324,Science & Related Technologies,MF,Polytechnic
518,1998,2093,Health Sciences,MF,Polytechnic
519,1998,5263,Information Technology,MF,Polytechnic
520,1998,1859,Architecture & Building,MF,Polytechnic
521,1998,29139,Engineering Sciences,MF,Polytechnic
522,1998,429,Services,MF,Polytechnic
523,1999,18319,Males Total,M,University
524,1999,195,Education,M,University
525,1999,14,Applied Arts,M,University
526,1999,1463,Humanities & Social Sciences,M,University
527,1999,141,Mass Communication,M,University
528,1999,760,Accountancy,M,University
529,1999,1136,Business & Administration,M,University
530,1999,269,Law,M,University
531,1999,1048,"Natural, Physical & Mathematical Sciences",M,University
532,1999,604,Medicine,M,University
533,1999,83,Dentistry,M,University
534,1999,66,Health Sciences,M,University
535,1999,1062,Information Technology,M,University
536,1999,504,Architecture & Building,M,University
537,1999,10974,Engineering Sciences,M,University
538,1999,0,Services,M,University
539,1999,16783,Females Total,F,University
540,1999,465,Education,F,University
541,1999,11,Applied Arts,F,University
542,1999,3989,Humanities & Social Sciences,F,University
543,1999,339,Mass Communication,F,University
544,1999,1548,Accountancy,F,University
545,1999,2563,Business & Administration,F,University
546,1999,334,Law,F,University
547,1999,2071,"Natural, Physical & Mathematical Sciences",F,University
548,1999,284,Medicine,F,University
549,1999,53,Dentistry,F,University
550,1999,183,Health Sciences,F,University
551,1999,603,Information Technology,F,University
552,1999,815,Architecture & Building,F,University
553,1999,3525,Engineering Sciences,F,University
554,1999,0,Services,F,University
555,1999,30725,Males Total,M,Polytechnic
556,1999,4,Education,M,Polytechnic
557,1999,769,Applied Arts,M,Polytechnic
558,1999,0,Humanities & Social Sciences,M,Polytechnic
559,1999,165,Mass Communication & Information Science,M,Polytechnic
