index,Year,Enrollment,First Degree,Sex,Institute_Type
1207,2006,534,Education,MF,Polytechnic
1208,2006,3215,Applied Arts,MF,Polytechnic
1209,2006,243,Humanities & Social Sciences,MF,Polytechnic
1210,2006,1453,Mass Communication & Information Science,MF,Polytechnic
1211,2006,11334,Business & Administration,MF,Polytechnic
1212,2006,371,Legal Studies,MF,Polytechnic
1213,2006,3063,Science & Related Technologies,MF,Polytechnic
1214,2006,5964,Health Sciences,MF,Polytechnic
1215,2006,11893,Information Technology,MF,Polytechnic
1216,2006,1622,Architecture & Building,MF,Polytechnic
1217,2006,26176,Engineering Sciences,MF,Polytechnic
1218,2006,675,Services,MF,Polytechnic
1219,2007,25191,Males Total,M,University
1220,2007,234,Education,M,University
1221,2007,282,Applied Arts,M,University
1222,2007,2388,Humanities & Social Sciences,M,University
1223,2007,147,Mass Communication,M,University
1224,2007,1160,Accountancy,M,University
1225,2007,2312,Business & Administration,M,University
1226,2007,457,Law,M,University
1227,2007,2243,"Natural, Physical & Mathematical Sciences",M,University
1228,2007,671,Medicine,M,University
1229,2007,65,Dentistry,M,University
1230,2007,128,Health Sciences,M,University
1231,2007,1570,Information Technology,M,University
1232,2007,579,Architecture & Building,M,University
1233,2007,12872,Engineering Sciences,M,University
1234,2007,83,Services,M,University
1235,2007,25372,Females Total,F,University
1236,2007,791,Education,F,University
1237,2007,429,Applied Arts,F,University
1238,2007,5697,Humanities & Social Sciences,F,University
1239,2007,546,Mass Communication,F,University
1240,2007,1914,Accountancy,F,University
1241,2007,3363,Business & Administration,F,University
1242,2007,547,Law,F,University
1243,2007,3925,"Natural, Physical & Mathematical Sciences",F,University
1244,2007,536,Medicine,F,University
1245,2007,89,Dentistry,F,University
1246,2007,617,Health Sciences,F,University
1247,2007,768,Information Technology,F,University
1248,2007,966,Architecture & Building,F,University
1249,2007,5021,Engineering Sciences,F,University
1250,2007,163,Services,F,University
1251,2007,38625,Males Total,M,Polytechnic
1252,2007,25,Education,M,Polytechnic
1253,2007,1583,Applied Arts,M,Polytechnic
1254,2007,195,Humanities & Social Sciences,M,Polytechnic
1255,2007,439,Mass Communication & Information Science,M,Polytechnic
1256,2007,4605,Business & Administration,M,Polytechnic
1257,2007,131,Legal Studies,M,Polytechnic
1258,2007,1487,Science & Related Technologies,M,Polytechnic
1259,2007,1279,Health Sciences,M,Polytechnic
1260,2007,7063,Information Technology,M,Polytechnic
1261,2007,724,Architecture & Building,M,Polytechnic
1262,2007,20500,Engineering Sciences,M,Polytechnic
1263,2007,594,Services,M,Polytechnic
1264,2007,32358,Females Total,F,Polytechnic
1265,2007,523,Education,F,Polytechnic
1266,2007,2150,Applied Arts,F,Polytechnic
1267,2007,374,Humanities & Social Sciences,F,Polytechnic
1268,2007,989,Mass Communication & Information Science,F,Polytechnic
1269,2007,8400,Business & Administration,F,Polytechnic
1270,2007,238,Legal Studies,F,Polytechnic
1271,2007,2076,Science & Related Technologies,F,Polytechnic
1272,2007,4714,Health Sciences,F,Polytechnic
1273,2007,5216,Information Technology,F,Polytechnic
1274,2007,972,Architecture & Building,F,Polytechnic
1275,2007,6435,Engineering Sciences,F,Polytechnic
1276,2007,271,Services,F,Polytechnic
1277,2007,50563,Total,MF,University
1278,2007,1025,Education,MF,University
1279,2007,711,Applied Arts,MF,University
1280,2007,8085,Humanities & Social Sciences,MF,University
1281,2007,693,Mass Communication,MF,University
1282,2007,3074,Accountancy,MF,University
1283,2007,5675,Business & Administration,MF,University
1284,2007,1004,Law,MF,University
1285,2007,6168,"Natural, Physical & Mathematical Sciences",MF,University
1286,2007,1207,Medicine,MF,University
1287,2007,154,Dentistry,MF,University
1288,2007,745,Health Sciences,MF,University
1289,2007,2338,Information Technology,MF,University
1290,2007,1545,Architecture & Building,MF,University
1291,2007,17893,Engineering Sciences,MF,University
1292,2007,246,Services,MF,University
1293,2007,70983,Total,MF,Polytechnic
1294,2007,548,Education,MF,Polytechnic
1295,2007,3733,Applied Arts,MF,Polytechnic
1296,2007,569,Humanities & Social Sciences,MF,Polytechnic
1297,2007,1428,Mass Communication & Information Science,MF,Polytechnic
1298,2007,13005,Business & Administration,MF,Polytechnic
1299,2007,369,Legal Studies,MF,Polytechnic
1300,2007,3563,Science & Related Technologies,MF,Polytechnic
1301,2007,5993,Health Sciences,MF,Polytechnic
1302,2007,12279,Information Technology,MF,Polytechnic
1303,2007,1696,Architecture & Building,MF,Polytechnic
1304,2007,26935,Engineering Sciences,MF,Polytechnic
1305,2007,865,Services,MF,Polytechnic
1306,2008,26063,Males Total,M,University
1307,2008,301,Education,M,University
1308,2008,342,Applied Arts,M,University
1309,2008,2701,Humanities & Social Sciences,M,University
1310,2008,145,Mass Communication,M,University
1311,2008,1229,Accountancy,M,University
1312,2008,2425,Business & Administration,M,University
1313,2008,494,Law,M,University
1314,2008,2592,"Natural, Physical & Mathematical Sciences",M,University
1315,2008,670,Medicine,M,University
1316,2008,70,Dentistry,M,University
1317,2008,176,Health Sciences,M,University
1318,2008,1775,Information Technology,M,University
1319,2008,600,Architecture & Building,M,University
1320,2008,12447,Engineering Sciences,M,University
1321,2008,96,Services,M,University
1322,2008,26535,Females Total,F,University
1323,2008,1174,Education,F,University
1324,2008,503,Applied Arts,F,University
1325,2008,6058,Humanities & Social Sciences,F,University
1326,2008,543,Mass Communication,F,University
1327,2008,1910,Accountancy,F,University
1328,2008,3423,Business & Administration,F,University
1329,2008,649,Law,F,University
1330,2008,4227,"Natural, Physical & Mathematical Sciences",F,University
1331,2008,567,Medicine,F,University
1332,2008,93,Dentistry,F,University
1333,2008,711,Health Sciences,F,University
1334,2008,804,Information Technology,F,University
1335,2008,973,Architecture & Building,F,University
1336,2008,4743,Engineering Sciences,F,University
1337,2008,157,Services,F,University
1338,2008,40583,Males Total,M,Polytechnic
1339,2008,18,Education,M,Polytechnic
1340,2008,1831,Applied Arts,M,Polytechnic
1341,2008,340,Humanities & Social Sciences,M,Polytechnic
1342,2008,485,Mass Communication & Information Science,M,Polytechnic
1343,2008,5672,Business & Administration,M,Polytechnic
1344,2008,137,Legal Studies,M,Polytechnic
1345,2008,1504,Science & Related Technologies,M,Polytechnic
1346,2008,1433,Health Sciences,M,Polytechnic
1347,2008,7054,Information Technology,M,Polytechnic
1348,2008,792,Architecture & Building,M,Polytechnic
1349,2008,20670,Engineering Sciences,M,Polytechnic
1350,2008,647,Services,M,Polytechnic
1351,2008,34179,Females Total,F,Polytechnic
1352,2008,529,Education,F,Polytechnic
1353,2008,2386,Applied Arts,F,Polytechnic
1354,2008,572,Humanities & Social Sciences,F,Polytechnic
1355,2008,1036,Mass Communication & Information Science,F,Polytechnic
1356,2008,9465,Business & Administration,F,Polytechnic
1357,2008,233,Legal Studies,F,Polytechnic
1358,2008,2207,Science & Related Technologies,F,Polytechnic
1359,2008,5087,Health Sciences,F,Polytechnic
1360,2008,5024,Information Technology,F,Polytechnic
1361,2008,982,Architecture & Building,F,Polytechnic
1362,2008,6341,Engineering Sciences,F,Polytechnic
1363,2008,317,Services,F,Polytechnic
1364,2008,52598,Total,MF,University
1365,2008,1475,Education,MF,University
1366,2008,845,Applied Arts,MF,University
1367,2008,8759,Humanities & Social Sciences,MF,University
1368,2008,688,Mass Communication,MF,University
1369,2008,3139,Accountancy,MF,University
1370,2008,5848,Business & Administration,MF,University
1371,2008,1143,Law,MF,University
1372,2008,6819,"Natural, Physical & Mathematical Sciences",MF,University
1373,2008,1237,Medicine,MF,University
1374,2008,163,Dentistry,MF,University
1375,2008,887,Health Sciences,MF,University
1376,2008,2579,Information Technology,MF,University
1377,2008,1573,Architecture & Building,MF,University
1378,2008,17190,Engineering Sciences,MF,University
1379,2008,253,Services,MF,University
1380,2008,74762,Total,MF,Polytechnic
1381,2008,547,Education,MF,Polytechnic
1382,2008,4217,Applied Arts,MF,Polytechnic
1383,2008,912,Humanities & Social Sciences,MF,Polytechnic
1384,2008,1521,Mass Communication & Information Science,MF,Polytechnic
1385,2008,15137,Business & Administration,MF,Polytechnic
1386,2008,370,Legal Studies,MF,Polytechnic
1387,2008,3711,Science & Related Technologies,MF,Polytechnic
1388,2008,6520,Health Sciences,MF,Polytechnic
1389,2008,12078,Information Technology,MF,Polytechnic
1390,2008,1774,Architecture & Building,MF,Polytechnic
1391,2008,27011,Engineering Sciences,MF,Polytechnic
1392,2008,964,Services,MF,Polytechnic
1393,2009,27532,Males Total,M,University
1394,2009,406,Education,M,University
1395,2009,408,Applied Arts,M,University
1396,2009,2993,Humanities & Social Sciences,M,University
1397,2009,176,Mass Communication,M,University
1398,2009,1323,Accountancy,M,University
1399,2009,2529,Business & Administration,M,University
1400,2009,610,Law,M,University
1401,2009,2917,"Natural, Physical & Mathematical Sciences",M,University
1402,2009,682,Medicine,M,University
1403,2009,77,Dentistry,M,University
1404,2009,242,Health Sciences,M,University
1405,2009,1966,Information Technology,M,University
1406,2009,639,Architecture & Building,M,University
1407,2009,12461,Engineering Sciences,M,University
1408,2009,103,Services,M,University
1409,2009,27826,Females Total,F,University
1410,2009,1329,Education,F,University
1411,2009,549,Applied Arts,F,University
1412,2009,6463,Humanities & Social Sciences,F,University
1413,2009,516,Mass Communication,F,University
1414,2009,1871,Accountancy,F,University
1415,2009,3457,Business & Administration,F,University
1416,2009,711,Law,F,University
1417,2009,4457,"Natural, Physical & Mathematical Sciences",F,University
1418,2009,596,Medicine,F,University
1419,2009,103,Dentistry,F,University
1420,2009,800,Health Sciences,F,University
1421,2009,920,Information Technology,F,University
1422,2009,1032,Architecture & Building,F,University
1423,2009,4862,Engineering Sciences,F,University
1424,2009,160,Services,F,University
1425,2009,42030,Males Total,M,Polytechnic
1426,2009,29,Education,M,Polytechnic
1427,2009,2093,Applied Arts,M,Polytechnic
1428,2009,469,Humanities & Social Sciences,M,Polytechnic
1429,2009,526,Mass Communication & Information Science,M,Polytechnic
1430,2009,6471,Business & Administration,M,Polytechnic
1431,2009,133,Legal Studies,M,Polytechnic
1432,2009,1535,Science & Related Technologies,M,Polytechnic
1433,2009,1645,Health Sciences,M,Polytechnic
1434,2009,6932,Information Technology,M,Polytechnic
1435,2009,828,Architecture & Building,M,Polytechnic
1436,2009,20706,Engineering Sciences,M,Polytechnic
1437,2009,663,Services,M,Polytechnic
1438,2009,36424,Females Total,F,Polytechnic
1439,2009,600,Education,F,Polytechnic
1440,2009,2716,Applied Arts,F,Polytechnic
1441,2009,743,Humanities & Social Sciences,F,Polytechnic
1442,2009,1131,Mass Communication & Information Science,F,Polytechnic
1443,2009,10468,Business & Administration,F,Polytechnic
1444,2009,238,Legal Studies,F,Polytechnic
1445,2009,2397,Science & Related Technologies,F,Polytechnic
1446,2009,5549,Health Sciences,F,Polytechnic
1447,2009,5100,Information Technology,F,Polytechnic
1448,2009,991,Architecture & Building,F,Polytechnic
1449,2009,6139,Engineering Sciences,F,Polytechnic
1450,2009,352,Services,F,Polytechnic
1451,2009,55358,Total,MF,University
1452,2009,1735,Education,MF,University
1453,2009,957,Applied Arts,MF,University
1454,2009,9456,Humanities & Social Sciences,MF,University
1455,2009,692,Mass Communication,MF,University
1456,2009,3194,Accountancy,MF,University
1457,2009,5986,Business & Administration,MF,University
1458,2009,1321,Law,MF,University
1459,2009,7374,"Natural, Physical & Mathematical Sciences",MF,University
1460,2009,1278,Medicine,MF,University
1461,2009,180,Dentistry,MF,University
1462,2009,1042,Health Sciences,MF,University
1463,2009,2886,Information Technology,MF,University
1464,2009,1671,Architecture & Building,MF,University
1465,2009,17323,Engineering Sciences,MF,University
1466,2009,263,Services,MF,University
1467,2009,78454,Total,MF,Polytechnic
1468,2009,629,Education,MF,Polytechnic
1469,2009,4809,Applied Arts,MF,Polytechnic
1470,2009,1212,Humanities & Social Sciences,MF,Polytechnic
1471,2009,1657,Mass Communication & Information Science,MF,Polytechnic
1472,2009,16939,Business & Administration,MF,Polytechnic
1473,2009,371,Legal Studies,MF,Polytechnic
1474,2009,3932,Science & Related Technologies,MF,Polytechnic
1475,2009,7194,Health Sciences,MF,Polytechnic
1476,2009,12032,Information Technology,MF,Polytechnic
1477,2009,1819,Architecture & Building,MF,Polytechnic
1478,2009,26845,Engineering Sciences,MF,Polytechnic
1479,2009,1015,Services,MF,Polytechnic
1480,2010,28375,Males Total,M,University
1481,2010,465,Education,M,University
1482,2010,469,Applied Arts,M,University
1483,2010,3121,Humanities & Social Sciences,M,University
1484,2010,185,Mass Communication,M,University
1485,2010,1321,Accountancy,M,University
1486,2010,2688,Business & Administration,M,University
1487,2010,640,Law,M,University
1488,2010,3159,"Natural, Physical & Mathematical Sciences",M,University
1489,2010,685,Medicine,M,University
1490,2010,76,Dentistry,M,University
1491,2010,281,Health Sciences,M,University
1492,2010,2178,Information Technology,M,University
1493,2010,669,Architecture & Building,M,University
1494,2010,12326,Engineering Sciences,M,University
1495,2010,112,Services,M,University
1496,2010,28742,Females Total,F,University
1497,2010,1376,Education,F,University
1498,2010,607,Applied Arts,F,University
1499,2010,6573,Humanities & Social Sciences,F,University
1500,2010,490,Mass Communication,F,University
1501,2010,1882,Accountancy,F,University
1502,2010,3738,Business & Administration,F,University
1503,2010,783,Law,F,University
1504,2010,4481,"Natural, Physical & Mathematical Sciences",F,University
1505,2010,620,Medicine,F,University
1506,2010,108,Dentistry,F,University
1507,2010,783,Health Sciences,F,University
1508,2010,1029,Information Technology,F,University
1509,2010,1117,Architecture & Building,F,University
1510,2010,4968,Engineering Sciences,F,University
1511,2010,187,Services,F,University
1512,2010,42960,Males Total,M,Polytechnic
1513,2010,36,Education,M,Polytechnic
1514,2010,2387,Applied Arts,M,Polytechnic
1515,2010,625,Humanities & Social Sciences,M,Polytechnic
1516,2010,516,Mass Communication & Information Science,M,Polytechnic
1517,2010,6931,Business & Administration,M,Polytechnic
1518,2010,156,Legal Studies,M,Polytechnic
1519,2010,1605,Science & Related Technologies,M,Polytechnic
1520,2010,1869,Health Sciences,M,Polytechnic
1521,2010,6758,Information Technology,M,Polytechnic
1522,2010,951,Architecture & Building,M,Polytechnic
1523,2010,20486,Engineering Sciences,M,Polytechnic
1524,2010,640,Services,M,Polytechnic
1525,2010,37940,Females Total,F,Polytechnic
1526,2010,737,Education,F,Polytechnic
1527,2010,3054,Applied Arts,F,Polytechnic
1528,2010,850,Humanities & Social Sciences,F,Polytechnic
1529,2010,1215,Mass Communication & Information Science,F,Polytechnic
1530,2010,11055,Business & Administration,F,Polytechnic
1531,2010,245,Legal Studies,F,Polytechnic
1532,2010,2647,Science & Related Technologies,F,Polytechnic
1533,2010,5860,Health Sciences,F,Polytechnic
1534,2010,5002,Information Technology,F,Polytechnic
1535,2010,1067,Architecture & Building,F,Polytechnic
1536,2010,5846,Engineering Sciences,F,Polytechnic
1537,2010,362,Services,F,Polytechnic
1538,2010,57117,Total,MF,University
1539,2010,1841,Education,MF,University
1540,2010,1076,Applied Arts,MF,University
1541,2010,9694,Humanities & Social Sciences,MF,University
1542,2010,675,Mass Communication,MF,University
1543,2010,3203,Accountancy,MF,University
1544,2010,6426,Business & Administration,MF,University
1545,2010,1423,Law,MF,University
1546,2010,7640,"Natural, Physical & Mathematical Sciences",MF,University
1547,2010,1305,Medicine,MF,University
1548,2010,184,Dentistry,MF,University
1549,2010,1064,Health Sciences,MF,University
1550,2010,3207,Information Technology,MF,University
1551,2010,1786,Architecture & Building,MF,University
1552,2010,17294,Engineering Sciences,MF,University
1553,2010,299,Services,MF,University
1554,2010,80900,Total,MF,Polytechnic
1555,2010,773,Education,MF,Polytechnic
1556,2010,5441,Applied Arts,MF,Polytechnic
1557,2010,1475,Humanities & Social Sciences,MF,Polytechnic
1558,2010,1731,Mass Communication & Information Science,MF,Polytechnic
1559,2010,17986,Business & Administration,MF,Polytechnic
1560,2010,401,Legal Studies,MF,Polytechnic
1561,2010,4252,Science & Related Technologies,MF,Polytechnic
1562,2010,7729,Health Sciences,MF,Polytechnic
1563,2010,11760,Information Technology,MF,Polytechnic
1564,2010,2018,Architecture & Building,MF,Polytechnic
1565,2010,26332,Engineering Sciences,MF,Polytechnic
1566,2010,1002,Services,MF,Polytechnic
1567,2011,29500,Males Total,M,University
1568,2011,468,Education,M,University
1569,2011,539,Applied Arts,M,University
1570,2011,3242,Humanities & Social Sciences,M,University
1571,2011,183,Mass Communication,M,University
1572,2011,1627,Accountancy,M,University
1573,2011,2543,Business & Administration,M,University
1574,2011,706,Law,M,University
1575,2011,3340,"Natural, Physical & Mathematical Sciences",M,University
1576,2011,681,Medicine,M,University
1577,2011,79,Dentistry,M,University
1578,2011,319,Health Sciences,M,University
1579,2011,2465,Information Technology,M,University
1580,2011,694,Architecture & Building,M,University
1581,2011,12362,Engineering Sciences,M,University
1582,2011,252,Services,M,University
1583,2011,29209,Females Total,F,University
1584,2011,1369,Education,F,University
1585,2011,640,Applied Arts,F,University
1586,2011,6447,Humanities & Social Sciences,F,University
1587,2011,490,Mass Communication,F,University
1588,2011,2244,Accountancy,F,University
1589,2011,3237,Business & Administration,F,University
1590,2011,742,Law,F,University
1591,2011,4482,"Natural, Physical & Mathematical Sciences",F,University
1592,2011,647,Medicine,F,University
1593,2011,111,Dentistry,F,University
1594,2011,820,Health Sciences,F,University
1595,2011,1178,Information Technology,F,University
1596,2011,1163,Architecture & Building,F,University
1597,2011,5064,Engineering Sciences,F,University
1598,2011,575,Services,F,University
1599,2011,43427,Males Total,M,Polytechnic
1600,2011,50,Education,M,Polytechnic
1601,2011,2503,Applied Arts,M,Polytechnic
1602,2011,843,Humanities & Social Sciences,M,Polytechnic
1603,2011,523,Mass Communication & Information Science,M,Polytechnic
1604,2011,6822,Business & Administration,M,Polytechnic
1605,2011,176,Legal Studies,M,Polytechnic
1606,2011,1774,Science & Related Technologies,M,Polytechnic
1607,2011,1868,Health Sciences,M,Polytechnic
1608,2011,6880,Information Technology,M,Polytechnic
1609,2011,817,Architecture & Building,M,Polytechnic
1610,2011,20450,Engineering Sciences,M,Polytechnic
1611,2011,721,Services,M,Polytechnic
1612,2011,38508,Females Total,F,Polytechnic
1613,2011,815,Education,F,Polytechnic
1614,2011,3104,Applied Arts,F,Polytechnic
1615,2011,1109,Humanities & Social Sciences,F,Polytechnic
1616,2011,1283,Mass Communication & Information Science,F,Polytechnic
1617,2011,11007,Business & Administration,F,Polytechnic
1618,2011,276,Legal Studies,F,Polytechnic
1619,2011,2846,Science & Related Technologies,F,Polytechnic
1620,2011,5879,Health Sciences,F,Polytechnic
1621,2011,4963,Information Technology,F,Polytechnic
1622,2011,1063,Architecture & Building,F,Polytechnic
1623,2011,5722,Engineering Sciences,F,Polytechnic
1624,2011,441,Services,F,Polytechnic
1625,2011,58709,Total,MF,University
1626,2011,1837,Education,MF,University
1627,2011,1179,Applied Arts,MF,University
1628,2011,9689,Humanities & Social Sciences,MF,University
1629,2011,673,Mass Communication,MF,University
1630,2011,3871,Accountancy,MF,University
1631,2011,5780,Business & Administration,MF,University
1632,2011,1448,Law,MF,University
1633,2011,7822,"Natural, Physical & Mathematical Sciences",MF,University
1634,2011,1328,Medicine,MF,University
1635,2011,190,Dentistry,MF,University
1636,2011,1139,Health Sciences,MF,University
1637,2011,3643,Information Technology,MF,University
1638,2011,1857,Architecture & Building,MF,University
1639,2011,17426,Engineering Sciences,MF,University
1640,2011,827,Services,MF,University
1641,2011,81935,Total,MF,Polytechnic
1642,2011,865,Education,MF,Polytechnic
1643,2011,5607,Applied Arts,MF,Polytechnic
1644,2011,1952,Humanities & Social Sciences,MF,Polytechnic
1645,2011,1806,Mass Communication & Information Science,MF,Polytechnic
1646,2011,17829,Business & Administration,MF,Polytechnic
1647,2011,452,Legal Studies,MF,Polytechnic
1648,2011,4620,Science & Related Technologies,MF,Polytechnic
1649,2011,7747,Health Sciences,MF,Polytechnic
1650,2011,11843,Information Technology,MF,Polytechnic
1651,2011,1880,Architecture & Building,MF,Polytechnic
1652,2011,26172,Engineering Sciences,MF,Polytechnic
1653,2011,1162,Services,MF,Polytechnic
1654,2012,30447,Males Total,M,University
1655,2012,420,Education,M,University
1656,2012,586,Applied Arts,M,University
1657,2012,3327,Humanities & Social Sciences,M,University
1658,2012,184,Mass Communication,M,University
1659,2012,1685,Accountancy,M,University
1660,2012,2705,Business & Administration,M,University
1661,2012,757,Law,M,University
1662,2012,3258,"Natural, Physical & Mathematical Sciences",M,University
1663,2012,695,Medicine,M,University
1664,2012,81,Dentistry,M,University
1665,2012,345,Health Sciences,M,University
1666,2012,2617,Information Technology,M,University
1667,2012,710,Architecture & Building,M,University
1668,2012,12732,Engineering Sciences,M,University
1669,2012,345,Services,M,University
1670,2012,30309,Females Total,F,University
1671,2012,1189,Education,F,University
1672,2012,761,Applied Arts,F,University
1673,2012,6760,Humanities & Social Sciences,F,University
1674,2012,494,Mass Communication,F,University
1675,2012,2316,Accountancy,F,University
1676,2012,3368,Business & Administration,F,University
1677,2012,717,Law,F,University
1678,2012,4625,"Natural, Physical & Mathematical Sciences",F,University
1679,2012,679,Medicine,F,University
1680,2012,120,Dentistry,F,University
1681,2012,948,Health Sciences,F,University
1682,2012,1236,Information Technology,F,University
1683,2012,1119,Architecture & Building,F,University
1684,2012,5275,Engineering Sciences,F,University
1685,2012,702,Services,F,University
1686,2012,44092,Males Total,M,Polytechnic
1687,2012,54,Education,M,Polytechnic
1688,2012,2637,Applied Arts,M,Polytechnic
1689,2012,966,Humanities & Social Sciences,M,Polytechnic
1690,2012,513,Mass Communication & Information Science,M,Polytechnic
1691,2012,6906,Business & Administration,M,Polytechnic
1692,2012,211,Legal Studies,M,Polytechnic
1693,2012,1764,Science & Related Technologies,M,Polytechnic
1694,2012,1880,Health Sciences,M,Polytechnic
1695,2012,7048,Information Technology,M,Polytechnic
1696,2012,903,Architecture & Building,M,Polytechnic
1697,2012,20252,Engineering Sciences,M,Polytechnic
1698,2012,958,Services,M,Polytechnic
1699,2012,38773,Females Total,F,Polytechnic
1700,2012,886,Education,F,Polytechnic
1701,2012,3346,Applied Arts,F,Polytechnic
1702,2012,1248,Humanities & Social Sciences,F,Polytechnic
1703,2012,1182,Mass Communication & Information Science,F,Polytechnic
1704,2012,11139,Business & Administration,F,Polytechnic
1705,2012,340,Legal Studies,F,Polytechnic
1706,2012,2971,Science & Related Technologies,F,Polytechnic
1707,2012,5621,Health Sciences,F,Polytechnic
1708,2012,4823,Information Technology,F,Polytechnic
1709,2012,1185,Architecture & Building,F,Polytechnic
1710,2012,5472,Engineering Sciences,F,Polytechnic
1711,2012,560,Services,F,Polytechnic
1712,2012,60756,Total,MF,University
1713,2012,1609,Education,MF,University
1714,2012,1347,Applied Arts,MF,University
1715,2012,10087,Humanities & Social Sciences,MF,University
1716,2012,678,Mass Communication,MF,University
1717,2012,4001,Accountancy,MF,University
1718,2012,6073,Business & Administration,MF,University
1719,2012,1474,Law,MF,University
1720,2012,7883,"Natural, Physical & Mathematical Sciences",MF,University
1721,2012,1374,Medicine,MF,University
1722,2012,201,Dentistry,MF,University
1723,2012,1293,Health Sciences,MF,University
1724,2012,3853,Information Technology,MF,University
1725,2012,1829,Architecture & Building,MF,University
1726,2012,18007,Engineering Sciences,MF,University
1727,2012,1047,Services,MF,University
1728,2012,82865,Total,MF,Polytechnic
1729,2012,940,Education,MF,Polytechnic
1730,2012,5983,Applied Arts,MF,Polytechnic
1731,2012,2214,Humanities & Social Sciences,MF,Polytechnic
1732,2012,1695,Mass Communication & Information Science,MF,Polytechnic
1733,2012,18045,Business & Administration,MF,Polytechnic
1734,2012,551,Legal Studies,MF,Polytechnic
1735,2012,4735,Science & Related Technologies,MF,Polytechnic
1736,2012,7501,Health Sciences,MF,Polytechnic
1737,2012,11871,Information Technology,MF,Polytechnic
1738,2012,2088,Architecture & Building,MF,Polytechnic
1739,2012,25724,Engineering Sciences,MF,Polytechnic
1740,2012,1518,Services,MF,Polytechnic
1741,2013,30863,Males Total,M,University
1742,2013,317,Education,M,University
1743,2013,628,Applied Arts,M,University
1744,2013,3550,Humanities & Social Sciences,M,University
1745,2013,173,Mass Communication,M,University
1746,2013,1768,Accountancy,M,University
1747,2013,2782,Business & Administration,M,University
1748,2013,755,Law,M,University
1749,2013,3140,"Natural, Physical & Mathematical Sciences",M,University
1750,2013,725,Medicine,M,University
1751,2013,83,Dentistry,M,University
1752,2013,387,Health Sciences,M,University
1753,2013,2737,Information Technology,M,University
1754,2013,760,Architecture & Building,M,University
1755,2013,12687,Engineering Sciences,M,University
1756,2013,371,Services,M,University
1757,2013,30943,Females Total,F,University
1758,2013,1021,Education,F,University
1759,2013,864,Applied Arts,F,University
1760,2013,7095,Humanities & Social Sciences,F,University
1761,2013,529,Mass Communication,F,University
1762,2013,2274,Accountancy,F,University
1763,2013,3406,Business & Administration,F,University
1764,2013,736,Law,F,University
1765,2013,4715,"Natural, Physical & Mathematical Sciences",F,University
1766,2013,744,Medicine,F,University
1767,2013,124,Dentistry,F,University
1768,2013,1054,Health Sciences,F,University
1769,2013,1321,Information Technology,F,University
1770,2013,1123,Architecture & Building,F,University
1771,2013,5386,Engineering Sciences,F,University
1772,2013,551,Services,F,University
1773,2013,45299,Males Total,M,Polytechnic
1774,2013,79,Education,M,Polytechnic
1775,2013,2546,Applied Arts,M,Polytechnic
1776,2013,1053,Humanities & Social Sciences,M,Polytechnic
1777,2013,522,Mass Communication & Information Science,M,Polytechnic
1778,2013,7440,Business & Administration,M,Polytechnic
1779,2013,221,Legal Studies,M,Polytechnic
1780,2013,1818,Science & Related Technologies,M,Polytechnic
1781,2013,1812,Health Sciences,M,Polytechnic
1782,2013,7263,Information Technology,M,Polytechnic
1783,2013,986,Architecture & Building,M,Polytechnic
1784,2013,20426,Engineering Sciences,M,Polytechnic
1785,2013,1133,Services,M,Polytechnic
1786,2013,39541,Females Total,F,Polytechnic
1787,2013,966,Education,F,Polytechnic
1788,2013,3389,Applied Arts,F,Polytechnic
1789,2013,1284,Humanities & Social Sciences,F,Polytechnic
1790,2013,1328,Mass Communication & Information Science,F,Polytechnic
1791,2013,11881,Business & Administration,F,Polytechnic
1792,2013,331,Legal Studies,F,Polytechnic
1793,2013,2990,Science & Related Technologies,F,Polytechnic
1794,2013,5468,Health Sciences,F,Polytechnic
1795,2013,4541,Information Technology,F,Polytechnic
1796,2013,1310,Architecture & Building,F,Polytechnic
1797,2013,5385,Engineering Sciences,F,Polytechnic
1798,2013,668,Services,F,Polytechnic
1799,2013,61806,Total,MF,University
1800,2013,1338,Education,MF,University
1801,2013,1492,Applied Arts,MF,University
1802,2013,10645,Humanities & Social Sciences,MF,University
1803,2013,702,Mass Communication,MF,University
1804,2013,4042,Accountancy,MF,University
1805,2013,6188,Business & Administration,MF,University
1806,2013,1491,Law,MF,University
1807,2013,7855,"Natural, Physical & Mathematical Sciences",MF,University
1808,2013,1469,Medicine,MF,University
1809,2013,207,Dentistry,MF,University
1810,2013,1441,Health Sciences,MF,University
1811,2013,4058,Information Technology,MF,University
1812,2013,1883,Architecture & Building,MF,University
1813,2013,18073,Engineering Sciences,MF,University
1814,2013,922,Services,MF,University
1815,2013,84840,Total,MF,Polytechnic
1816,2013,1045,Education,MF,Polytechnic
1817,2013,5935,Applied Arts,MF,Polytechnic
1818,2013,2337,Humanities & Social Sciences,MF,Polytechnic
1819,2013,1850,Mass Communication & Information Science,MF,Polytechnic
1820,2013,19321,Business & Administration,MF,Polytechnic
1821,2013,552,Legal Studies,MF,Polytechnic
1822,2013,4808,Science & Related Technologies,MF,Polytechnic
1823,2013,7280,Health Sciences,MF,Polytechnic
1824,2013,11804,Information Technology,MF,Polytechnic
1825,2013,2296,Architecture & Building,MF,Polytechnic
1826,2013,25811,Engineering Sciences,MF,Polytechnic
1827,2013,1801,Services,MF,Polytechnic
1828,2014,31800,Males Total,M,University
1829,2014,258,Education,M,University
